b'1',b'689',b'Bermuda Hospitals Board',b'3778',b'1469',b'1819',b'263',Bermuda
b'129',b'3996',b'Rouge Valley Health System',b'4549',b'2285',b'8843',b'2394',Canada
b'130',b'4019',"b""Eastern Health St John's""",b'1605',b'1984',b'12104',b'2394',Canada
b'131',b'4069',b'North Bay Regional Health Centre',b'3814',b'5530',b'2404',b'2394',Canada
b'132',b'4190',b'Grey Bruce Health Services',b'6905',b'3967',b'4062',b'2394',Canada
b'133',b'4207',b'Central Health Corporation',b'5892',b'5885',b'1353',b'2394',Canada
b'134',b'4254',b'Dr Peter Centre Aids Foundation',b'10606',b'3624',b'4631',b'1934',Canada
b'135',b'4254',b'Clinique de Fertilite Ovo',b'7542',b'8351',b'5399',b'349',Canada
b'136',b'4264',b'Brockville General Hospital',b'9087',b'3952',b'3293',b'2394',Canada
b'137',b'4264',b'Shouldice Hospital',b'10582',b'2220',b'7133',b'2394',Canada
b'138',b'4296',b'West Park Healthcare Centre',b'6093',b'2337',b'8843',b'2394',Canada
b'139',b'4314',b'Southlake Regional Health Centre',b'3283',b'2168',b'12104',b'1934',Canada
b'140',b'4349',"b""St Joseph's Dundas""",b'7837',b'2308',b'8319',b'2394',Canada
b'141',b'4375',b'Colchester East Hants Health Authority',b'5539',b'5821',b'1918',b'2394',Canada
b'142',b'4447',b'Centre de Sant\xc3\xa9 et des Services Sociaux du Lac des Deux Montagnes',b'6100',b'6139',b'1488',b'2394',Canada
b'143',b'4481',"b""BC Women's Hospital & Health Centre Foundation""",b'4595',b'5023',b'4250',b'2394',Canada
b'144',b'4507',b'Guelph General Hospital',b'7768',b'5123',b'2429',b'2394',Canada
b'145',b'4518',b'Renfrew Victoria Hospital',b'8495',b'6347',b'1528',b'1934',Canada
b'146',b'4525',b'Parkland Regional Health Authority',b'10191',b'6627',b'397',b'2394',Canada
b'147',b'4525',b'Vancouver Native Health Society',b'8456',b'5432',b'4483',b'1328',Canada
b'148',b'4544',b'Cornwall Community Hospital/Hopital Communautaire de Cornwall',b'7944',b'5117',b'2446',b'2394',Canada
b'149',b'4556',b'Cape Breton District Health Authority',b'1142',b'4812',b'8481',b'2394',Canada
b'150',b'4563',b'Muskoka Algonquin Healthcare',b'6993',b'6141',b'1399',b'2394',Canada
b'151',b'4616',b'Petawawa Centennial Family Health Centre',b'13070',b'2456',b'6013',b'2394',Canada
b'152',b'4668',b'Hotel Dieu de Levis',b'7531',b'6609',b'1695',b'1934',Canada
b'153',b'4689',"b""Women's Health Clinic Unit A Winnipeg Manitoba""",b'3464',b'5554',b'4575',b'2394',Canada
b'154',b'4703',b'Providence Continuing Care Centre',b'7331',b'5134',b'3062',b'2394',Canada
b'155',b'4758',b'Wellness House',b'5188',b'5017',b'4771',b'2394',Canada
b'156',b'4813',b'Centretown Community Health Centre',b'8168',b'4258',b'4966',b'2394',Canada
b'157',b'4821',b'Headwaters Health Care Centre',b'7803',b'4761',b'4062',b'2394',Canada
b'158',b'4879',b'Timmins & District Hospital',b'6993',b'6191',b'1939',b'2394',Canada
b'159',b'4963',b'University Hospital Foundation',b'5844',b'5734',b'3586',b'2394',Canada
b'160',b'4965',b'Sioux Lookout Meno Ya Win Health Centre',b'9303',b'6964',b'2416',b'1328',Canada
b'161',b'4996',b'Sault Area Hospital',b'5421',b'4446',b'6677',b'2394',Canada
b'162',b'5084',b'Sherbourne Health Centre',b'11654',b'3185',b'6430',b'2394',Canada
b'163',b'5114',b'University of Toronto Hospital Department of Obstetrics and Gynecology',b'7384',b'8462',b'1940',b'1157',Canada
b'164',b'5189',b'Foundation Royal Victoria Hospital',b'5288',b'8043',b'4886',b'972',Canada
b'165',b'5213',b'St Boniface Hospital',b'8736',b'6149',b'5051',b'1328',Canada
b'166',b'5226',b'Centre de Sant\xc3\xa9 du Pontiac',b'5818',b'6800',b'2354',b'2394',Canada
b'167',b'5244',b'Seven Oaks General Hospital',b'5830',b'6518',b'2906',b'2394',Canada
b'168',b'5330',b'Woodstock General Hospital',b'8789',b'5683',b'3420',b'2394',Canada
b'169',b'5339',b'Klinic Community Health Centre',b'12454',b'4661',b'3519',b'2394',Canada
b'170',b'5346',b'Victoria General Hospital',b'7867',b'6086',b'3097',b'2394',Canada
b'171',b'5372',b'Centre de sant\xc3\xa9 et de Services Sociaux Drummond',b'7473',b'6895',b'1968',b'2394',Canada
b'172',b'5397',b'Pembroke Regional Hospital',b'9781',b'6558',b'1721',b'2394',Canada
b'173',b'5434',b'William Osler Health Centre',b'1182',b'5710',b'9261',b'2394',Canada
b'174',b'5459',b'(1)  Hopital General de Hawkesbury & District General Hospital Inc.',b'6913',b'6430',b'3204',b'2394',Canada
b'175',b'5471',b'Alexandra Marine & General Hospital',b'4914',b'8228',b'1474',b'2394',Canada
b'176',b'5475',b'Misericordia Health Centre',b'9752',b'6029',b'2637',b'2394',Canada
b'177',b'5491',b'Lions Gate Hospital Foundation',b'9002',b'6150',b'2814',b'2394',Canada
b'178',b'5527',b'Centre de Sant\xc3\xa9 et de Services Sociaux de la Region de Thetford',b'6608',b'7721',b'1544',b'2394',Canada
b'179',b'5584',b'Middlesex Hospital Alliance',b'5475',b'7364',b'2637',b'2394',Canada
b'180',b'5653',b'Hanover and District Hospital',b'8723',b'7292',b'2648',b'1934',Canada
b'181',b'5659',b'Centre de Sant\xc3\xa9 et de Services Sociaux de Rimouski Neigette',b'8435',b'7201',b'2957',b'1934',Canada
b'182',b'5735',b'South Bruce Grey Health Centre',b'7035',b'7449',b'2161',b'2394',Canada
b'183',b'5735',b'(1)  Almonte General Hospital Fairview Manor',b'9922',b'7121',b'1621',b'2394',Canada
b'184',b'5767',b'Alexandra Hospital Ontario',b'10582',b'6900',b'2841',b'1934',Canada
b'185',b'5782',b'Carleton Place & District Memorial Hospital',b'9431',b'7501',b'1452',b'2394',Canada
b'186',b'5785',b'False Creek Healthcare Centre Vancouver',b'6895',b'4197',b'8651',b'2394',Canada
b'187',b'5836',"b""Children's Hospital Foundation of Saskatchewan""",b'6457',b'6577',b'4365',b'2394',Canada
b'188',b'5852',b'Centre de Sant\xc3\xa9 et de Services Sociaux de Rouyn Noranda',b'7822',b'8177',b'2212',b'1934',Canada
b'189',b'5891',b'Huron Perth Healthcare Alliance Hpha',b'2731',b'5392',b'9261',b'2394',Canada
b'190',b'5931',b'Libin Cardiovascular Institute of Alberta',b'2590',b'6722',b'7210',b'2394',Canada
b'191',b'5971',b'Flemingdon Health Centre',b'5267',b'8757',b'4305',b'1328',Canada
b'192',b'6073',"b""Clinique M\xc3\xa9dicale l'Actuel""",b'6849',b'3311',b'10913',b'2394',Canada
b'193',b'6139',b'Stonechurch Family Health Centre McMaster University',b'7402',b'6410',b'5267',b'2394',Canada
b'194',b'6171',"b""Centre de Sant\xc3\xa9 et de Services Sociaux d'Antoine Labelle""",b'6582',b'8214',b'2348',b'2394',Canada
b'195',b'6183',b'Campbellford Memorial Hospital',b'7634',b'8097',b'2121',b'2394',Canada
b'196',b'6302',b'Leamington District Memorial Hospital',b'9720',b'6762',b'3925',b'2394',Canada
b'197',b'6342',b'Kemptville District Hospital',b'8522',b'6695',b'4856',b'2394',Canada
b'198',b'6426',b'Vitalit\xc3\xa9',b'5646',b'8905',b'5360',b'1328',Canada
b'199',b'6436',"b""Soldiers' Memorial Hospital Orillia""",b'5096',b'4340',b'10913',b'2394',Canada
b'200',b'6444',b'Centre de Sant\xc3\xa9 Communautaire Hamilton/Niagara',b'10606',b'6813',b'3778',b'2394',Canada
b'201',b'6465',b'Yellowknife Health and Social Services Authority',b'6993',b'7881',b'3607',b'2394',Canada
b'202',b'6508',b'Centre Hospitalier Baie des Chaleurs',b'9698',b'9023',b'3241',b'1328',Canada
b'203',b'6555',b'Stonegate Community Health Centre',b'11506',b'6664',b'3985',b'2394',Canada
b'204',b'6555',b'Winchester District Memorial Hospital',b'4873',b'6501',b'7846',b'2394',Canada
b'205',b'6568',b'West Nipissing General Hospital',b'8922',b'8038',b'2702',b'2394',Canada
b'206',b'6568',b'West Parry Sound Health Centre',b'4928',b'5862',b'8843',b'2394',Canada
b'207',b'6576',"b""St Joseph's General Hospital Comox""",b'9559',b'7703',b'3039',b'2394',Canada
b'208',b'6576',b'Ottawa Fertility Centre',b'7954',b'7046',b'5127',b'2394',Canada
b'209',b'6592',b'Nipigon District Memorial Hospital',b'9121',b'8399',b'2094',b'2394',Canada
b'210',b'6622',b'Centre de Recherche H\xc3\xb4pital Maisonneuve Rosemont',b'7944',b'7201',b'4966',b'2394',Canada
b'211',b'6622',b'Listowel & Wingham Hospitals Alliance',b'7768',b'8106',b'3329',b'2394',Canada
b'212',b'6649',b'Oshawa Community Health Centre',b'10772',b'7804',b'2515',b'2394',Canada
b'213',b'6654',b'Deep River and District Hospital',b'11810',b'7398',b'2733',b'2394',Canada
b'214',b'6684',b'St Francis Memorial Hospital',b'10582',b'8468',b'4323',b'1328',Canada
b'215',b'6769',b'Centre de Sant\xc3\xa9 et de Services Sociaux de la C\xc3\xb4te de Gasp\xc3\xa9',b'7723',b'9220',b'1891',b'2394',Canada
b'216',b'6785',b'Yukon Community Profiles',b'4959',b'4294',b'12104',b'2394',Canada
b'217',b'6785',b'Cliniques Michel Pop',b'9922',b'5765',b'7393',b'2394',Canada
b'218',b'6861',b'Runnymede Healthcare Centre',b'9961',b'7668',b'3731',b'2394',Canada
b'219',b'6892',b'Mount Sinai Hospital Montreal',b'9804',b'6936',b'5399',b'2394',Canada
b'220',b'6910',b'Atikokan General Hospital',b'9599',b'7281',b'4856',b'2394',Canada
b'221',b'6983',b'Groves Memorial Community Hospital',b'9839',b'7690',b'4167',b'2394',Canada
b'222',b'7014',b'Ongwanada Hospital',b'9752',b'8231',b'3318',b'2394',Canada
b'223',b'7051',b'Hospitals of Regina Foundation',b'7781',b'8209',b'4483',b'2394',Canada
b'224',b'7095',b'Hopital Laval Institut Universitaire de Cardiologie et de Pneumologie',b'10094',b'8320',b'3218',b'2394',Canada
b'225',b'7130',b'Centre for Family Medicine Teaching and Research Centre',b'7601',b'9663',b'2080',b'2394',Canada
b'226',b'7190',b'Mic Group of Hospitals',b'9943',b'9318',b'1891',b'2394',Canada
b'227',b'7240',b'Tillsonburg District Memorial Hospital',b'6954',b'9450',b'3062',b'2394',Canada
b'228',b'7288',b'Ross Memorial Hospital Lindsay Ontario',b'3545',b'5552',b'12104',b'2394',Canada
b'229',b'7362',b'North Wellington Health Care',b'8710',b'8247',b'4991',b'2394',Canada
b'230',b'7368',"b""St Joseph's Health Centre Guelph""",b'7374',b'10101',b'2037',b'2394',Canada
b'231',b'7419',b'(1)  Arnprior & District Memorial Corporation',b'4308',b'10104',b'3731',b'2394',Canada
b'232',b'7505',b'Red Lake Margaret Cochenour Memorial Hospital',b'8818',b'9565',b'2740',b'2394',Canada
b'233',b'7505',b'Centre Hospitalier Regional de Trois Rivieres',b'4471',b'6569',b'10253',b'2394',Canada
b'234',b'7574',b'Concordia Hospital',b'10772',b'6516',b'7846',b'2394',Canada
b'235',b'7737',b'London Eye Centre',b'10175',b'6171',b'9055',b'2394',Canada
b'236',b'7851',b'Georgian Bay General Hospital',b'8359',b'9905',b'6274',b'1328',Canada
b'237',b'7864',b'VGH & UUBC Hospital Foundation',b'6519',b'8038',b'7846',b'2394',Canada
b'238',b'7925',b'North Hamilton Community Health Centre',b'9922',b'9138',b'4194',b'2394',Canada
b'239',b'7957',b'Toronto Grace Hospital',b'7515',b'6333',b'10253',b'2394',Canada
b'240',b'7974',"b""St Joseph's Hospital Elliot Lake""",b'10162',b'9509',b'3485',b'2394',Canada
b'241',b'8151',b'Group Health Centre',b'11046',b'7593',b'7298',b'2394',Canada
b'242',b'8234',b'Whitehorse General Hospital',b'9961',b'8265',b'6897',b'2394',Canada
b'243',b'8262',b'Englehart and District Hospital',b'12728',b'8843',b'4194',b'2394',Canada
b'244',b'8303',b'West Haldimand General Hospital',b'1316',b'8352',b'12104',b'2394',Canada
b'245',b'8380',b'Lake of Woods District Hospital',b'3936',b'6972',b'12104',b'2394',Canada
b'246',b'8487',b'Geraldton Medical Group',b'10140',b'10102',b'3731',b'2394',Canada
b'247',b'8523',b'Collingwood General and Marine Hospital',b'6911',b'6282',b'12104',b'2394',Canada
b'248',b'8570',b'Centre de Recherche Clinique Etienne le Bel du Centre Hospitalier Universitaire de Sherbrooke',b'4730',b'11601',b'3185',b'2394',Canada
b'249',b'8593',b'West Lincoln Memorial Hospital',b'8898',b'8683',b'7660',b'2394',Canada
b'250',b'8616',b'Black Creek Community Health Centre',b'11938',b'8706',b'8843',b'1328',Canada
b'251',b'8692',b'Kensington Health (Eye Institute)',b'9260',b'9812',b'5559',b'2394',Canada
b'252',b'8790',b'Mccausland Hospital',b'9961',b'10057',b'4886',b'2394',Canada
b'253',b'8836',b'Wilson Memorial General Hospital',b'9354',b'10556',b'4167',b'2394',Canada
b'254',b'8902',b'Centre de Fertilite de Montreal',b'6440',b'9222',b'8651',b'2394',Canada
b'255',b'9008',b'Fondation Hopital General du Lakeshore Lakeshore General Hospital Foundation',b'9336',b'8658',b'8651',b'2394',Canada
b'256',b'9064',b'South Huron Hospital Association',b'12013',b'10245',b'4323',b'2394',Canada
b'257',b'9121',b'Gaspesie et \xc3\x8eles de La Madeleine',b'10815',b'9487',b'6897',b'2394',Canada
b'258',b'9151',b'Royal Alexandra Hospital Foundation (Lois Hole Hospital for Women)',b'8515',b'7632',b'10913',b'2394',Canada
b'259',b'9174',b'Gimbel Eye Centre',b'11701',b'8059',b'9055',b'2394',Canada
b'260',b'9229',b'Riverview Health Center',b'10436',b'9541',b'7393',b'2394',Canada
b'261',b'9245',b'Centre Medical et Centre de la Femme Ville Marie',b'6285',b'11167',b'5746',b'2394',Canada
b'262',b'9304',b'Yaletown House',b'9055',b'10894',b'5202',b'2394',Canada
b'263',b'9322',b'Weeneebayko Health Ahtuskaywin/Weeneebayko General Hospital',b'10582',b'10324',b'5838',b'2394',Canada
b'264',b'9369',b'Burnaby Hospital Foundation',b'6038',b'8669',b'10913',b'2394',Canada
b'265',b'9389',b'Woolwich Community Health Centre',b'10815',b'10375',b'5789',b'2394',Canada
b'266',b'9400',b'Barrie Community Health Centre',b'2882',b'9807',b'10913',b'2394',Canada
b'267',b'9409',b'Caritas Health Group',b'15468',b'4906',b'9811',b'2394',Canada
b'268',b'9411',b'Haldimand War Memorial Hospital',b'10606',b'10799',b'4941',b'2394',Canada
b'269',b'9448',b'Canadian Red Cross Memorial Hospital Shrine',b'7179',b'7749',b'12104',b'2394',Canada
b'270',b'9494',b'Manitouwadge General Hospital',b'12892',b'11066',b'4605',b'1934',Canada
b'271',b'9494',b'Temiskaming Hospital',b'8056',b'8300',b'10913',b'2394',Canada
b'272',b'9531',b'Churchill Regional Health Authority',b'14374',b'10602',b'2724',b'2394',Canada
b'273',b'9554',b'Kirkland and District Hospital',b'8394',b'7620',b'12104',b'2394',Canada
